group,year,#wounded,#killed,#killed_civilian,#killed_political,#killed_security,country,city,location,latitude,longtitude,target_desc,target_type
Unknown Group,2011,25,3.5,0,0,3,Pakistan,Lakki Marwat,Pakistani Police station,32.6,70.85,Pakistani Police officers,Security
Unknown Group,2011,4,1,1,0,0,Pakistan,Bannu,Outside (near) the Pakistani police station,32.9,70.64,Pakistani Police station,Security
Tehrik-i-Taliban Pakistan,2011,15,6,0,0,6,Pakistan,Bannu,Tochi Scouts' main office on Kohat Road,32.9,70.64,Military Rest House,Security
Tehrik-i-Taliban Pakistan,2011,16,19,0,0,19,Pakistan,Bannu,Janikhel Area northwest Bannu,32.9,70.64,Pakistani Police Merian station,Security
Unknown Group,2011,25,6.5,3,0,2,Pakistan,Doaba,Near main gate of the police station around 22 kilometers from Hangu,33.42,70.74,Pakistani Police Doaba station,Security
Unknown Group,2011,51,34,31,0,3,Pakistan,Hangu,car close to administration offices in the southern Hangu,33.45,70.89,Administration offices in the southern Hangu,Political
Unknown Group,2011,10,9.5,6,0,3,Pakistan,Hangu,near the Spinkhawri intersection on the Hangu Bypass,33.45,70.89,Pakistani Police patrol,Security
Unknown Group,2011,46,30.5,0,0,23,Pakistan,Hangu,Near Hangu Police Station Hangu DPO Office,33.45,70.89,Hangu police station,Security
Unknown Group,2011,3,0,0,0,0,Pakistan,Kohat,Gumbat Area,33.59,71.44,Pakistani police forces after cornering the suicide bomber,Security
Unknown Group,2011,7.5,1,1,0,0,Pakistan,Darra Adam Khel,Weapons Market,33.69,71.51,a weapons market in Dara Adam Khel,Civilian
Unknown Group,2011,5.5,1.5,1.5,0,0,Pakistan,Islamabad,Bank Private bank,33.7215,73.04328918,Private bank,Civilian
Tehrik-i-Taliban Pakistan,2011,110.5,52,49.5,0,0,Pakistan,Jamrud,Mosque Ghundai area,34,71.38,Jamia Masjid Madina Mosque,Civilian
Tehrik-i-Taliban Pakistan,2011,20,6.5,5.5,0,1,Pakistan,Peshawar,Tunnel Kohat Tunnel near the tribal region of Darra Adam Khel,34.01,71.58,Kohat Tunnel,Civilian
Unknown Group,2011,125,35.5,35.5,0,0,Pakistan,Peshawar,Funeral prayer for wife of wife of a volunteer of Qaumi Lashkar,34.01,71.58,Civilians at funeral prayer for wife of wife of a volunteer of Qaumi Lashkar,Civilian
Tehrik-i-Taliban Pakistan,2011,100,36.5,36.5,0,0,Pakistan,Peshawar,Khyber market,34.01,71.58,Market,Civilian
Tehrik-i-Taliban Pakistan,2011,104,37,37,0,0,Pakistan,Peshawar,Supermarket Peshawar,34.01,71.58,Civilians gathering in market,Civilian
Tehrik-i-Taliban Pakistan,2011,11.5,1,1,0,0,Pakistan,Peshawar,armored passenger vehicles headed toward the U.S. Consulate in Peshawar,34.01,71.58,American government employees,Political
Unknown Group,2011,7,3.5,1.5,2,0,Pakistan,Peshawar,house of a tribal leader,34.01,71.58,House of a Tribal Leader,Political
Tehrik-i-Taliban Pakistan,2011,33.5,14.5,14.5,0,0,Pakistan,Peshawar,Graveyard At a graveyard where a funeral was occurring for a wife of Lashkar Member,34.01,71.58,Anti-Taliban Politician at Funeral [survived],Political
Unknown Group,2011,5.5,2,0,0,2,Pakistan,Nowshera,Branch Road near Risalpur Police Station,34.01,72.01,Pakistani Police patrol,Security
Tehrik-i-Taliban Pakistan,2011,10,4.5,2.5,0,2,Pakistan,Peshawar,Kohat Road on the outskirts of Peshawar,34.01,71.58,Rasheed Khan deputy superintendent of police,Security
Tehrik-i-Taliban Pakistan,2011,10,4.5,1,0,0,Pakistan,Peshawar,Lahori Gate,34.01,71.58,Gulbahar Police Station,Security
Unknown Group,2011,30.5,6.5,0,0,5,Pakistan,Peshawar,outside a police station,34.01,71.58,Police Station,Security
Unknown Group,2011,7,2.5,0,2,0.5,Pakistan,Swabi,Malikabad area,34.14,72.48,ANP leader Hanif Jadoon,Political
Unknown Group,2011,18,10.5,7.5,0,1,Pakistan,Swabi,Police Checkpoint within city,34.14,72.48,Pakistani Police checkpoint,Security
Unknown Group,2011,36,12,10,0,2,Pakistan,Charsadda,near DCO office,34.15,71.73,JUI-F Chief Maulana Fazlur Rehman [survived],Security
Tehrik-i-Taliban Pakistan,2011,22.5,21,0,0,21,Pakistan,Mardan,near Pakistan's border with Afghanistan,34.2,72.05,Pakistani Army Punjab Regiment Center,Security
Unknown Group,2011,20.5,5.5,3.5,0,2,Pakistan,Batgaram,Swat valley entrance to political rally,34.22,71.63,Political Rally for Pakistan Muslim League [Q],Political
Tehrik-i-Taliban Pakistan,2011,128.5,86,0,0,80,Pakistan,Shabqadar,In crowd of cadets at Pakistan's Frontier Corps training center,34.22,71.56,Recruits at a Frontier Corps (FC) training center,Security
Unknown Group,2011,0,0.5,0.5,0,0,Pakistan,Mohmand,Market Shahbaz Korona area,34.41533,71.19844,A marketplace/bazaar,Civilian
Unknown Group,2011,11,8,7,1,0,Pakistan,Bajaur,Market Pasht bazaar,34.7573,71.490673,A prominent elder of Salarzai tribe Malik Tehsil Khan (killed),Political
Unknown Group,2011,4,5,0,1,4,Pakistan,Bajaur,Dir Scouts vehicle in Salarzai Area,34.7573,71.490673,Malik Manasib Khan chief of Salarzai peace committee,Security
Unknown Group,2011,18,8,7,0,1,Pakistan,Jandol,bus terminal in Lower Dir,34.81458,71.77421,an anti-Taliban militia leader,Security
Unknown Group,2011,69,28.5,28.5,0,0,Pakistan,Jandol,Shina Samar Bagh village near Jandol,34.81458,71.77421,Members of an anti-Taliban militia attending funeral of Pakistani tribesman,Security
Riyadus Salikhiin,2011,17,1,0,0,1,Russia,Gubden,Near checkpoint,42.567242,47.563062,Dagestani Police Checkpoint,Security
Riyadus Salikhiin,2011,4,1,0,0,1,Russia,Gubden,Near Gubden Police Station Karabudahkentsky district,42.567242,47.563062,Gubden Security Checkpoint,Security
Unknown Group,2011,0,7,7,0,0,Russia,Chirkey,Residential Home At the cleric's home,42.96131,46.97866,Anti-rebel sufi cleric Sheikh Said Afandi,Civilian
Unknown Group,2011,1,1,0,0,1,Russia,Makhachkala,Near the local Police headquarters in Makhachkala,42.975,47.502,Daggestani Police Checkpoint,Security
Unknown Group,2011,0,0,0,0,0,Russia,Galashki,Short distance away from checkpoint,43.095833,44.985278,Ingush Police Checkpoint,Security
Unknown Group,2011,0,2,0,0,2,Russia,Kizlyar,Main Street of Kizlyar,43.210556,46.865556,Dagestani Police patrol,Security
Unknown Group,2011,22,8.5,1.5,0,7,Russia,Grozny,IVO Parliament,43.32,45.68,Grozny Parliament Building and First Responders,Political
Caucasus Emirate,2011,180,35.5,35.5,0,0,Russia,Moscow,Airport Domodedovo Airport,55.75,37.582,Russian Civilians at an Airport,Civilian
Al-Shabaab,2011,0,1,0,1,0,Somalia,Mogadishu,Ministry Residence House of Interior Minister,2.03711,45.34375,Interior Minister,Political
Al-Shabaab,2011,125,85,85,0,0,Somalia,Mogadishu,Government compound housing 4 Ministries,2.03711,45.34375,Government workers Somali civilians,Political
Al-Shabaab,2011,4,1,0,0,0,Somalia,Mogadishu,Port Main Mogadishu port,2.03711,45.34375,World Food Programme Warehouse,Political
Al-Shabaab,2011,2.5,0.5,0,0,0,Somalia,Mogadishu,Tribunka Square,2.03711,45.34375,African Union (AU) military convoy,Security
Al-Shabaab,2011,0,3,1,0,2,Somalia,Mogadishu,recently reopened Turkish embassy,2.03711,45.34375,African Union Troops stopping the suicide attacker's car,Security
Al-Shabaab,2011,0,6,0,0,6,Somalia,Mogadishu,Ugandan Troop Position,2.03711,45.34375,Ugandan Troops,Security
Al-Shabaab,2011,12,6.5,0,0,6.5,Somalia,Mogadishu,Villa Baydhabo the largest military base in Somalia,2.03711,45.34375,Chief of the Somali military forces Gen Abdulkarim Yusuf Dhegabadan,Security
Al-Shabaab,2011,43,19,14,0,5,Somalia,Mogadishu,Hamar Jajab District,2.03711,45.34375,Somalia's Transitional Federal Government Army troops,Security
Al-Shabaab,2011,2,10,0,0,5,Somalia,Mogadishu,African Union Military Base in Mogadishu,2.03711,45.34375,Pro Government Military Base,Security
Jabhat an-Nu_rah li-Ahl ash-Sh_m,2011,83,22,10,0,12,Syria,Damascus,Compound of the General Intelligence Directorate,33.504089,36.300002,General Intelligence Directorate headquarters,Security
Al-Qaeda Central,2011,83,22,11,0,11,Syria,Damascus,Kafr Sousa neighborhood,33.504089,36.300002,Syrian Military Intelligence branch office,Security
Unknown Group,2011,2,0.5,0.5,0,0,Turkey,Kemer,Near a holiday resort in Goynuk-Kemer,36.6,30.55,Goynuk Gendarmerie Command,Security
Unknown Group,2011,20,4,4,0,0,Turkey,Bingol,Political Party Headquarters Front of AKP headquarters,38.886111,40.501667,Headquarters of the ruling Justice and Development Party (AKP),Political
Unknown Group,2011,8.5,0,0,0,0,Yemen,Aden,Tunnel,12.8,45.033333,Mohammad Nasser Ahmad Ali,Political
Al-Qaeda in the Arabian Peninsula,2011,3,1,0,0,1,Yemen,Aden,Al-Tawahi district,12.8,45.033333,Yemen Intelligence Building,Security
Unknown Group,2011,0,3,0,0,3,Yemen,Aden,Caltex area within Aden's Free Zone,12.8,45.033333,Yemeni Army patrol,Security
Unknown Group,2011,5,3.5,0,0,3.5,Yemen,Aden,Road between Aden and Abyan,12.8,45.033333,Yemeni Army checkpoint,Security
Al-Qaeda in the Arabian Peninsula,2011,21,6.5,0,0,6.5,Yemen,Aden,entrance of a military camp,12.8,45.033333,Yemeni Army convoy,Security
Al-Qaeda in the Arabian Peninsula,2011,10,8.5,0,0,8.5,Yemen,Shuqrah,Tribal Checkpoint,13.355833,45.699722,Checkpoint manned by Ashal Tribesmen,Security
Al-Qaeda in the Arabian Peninsula,2011,0,3.5,0,3.5,0,Yemen,Mudiyah,unknown,13.933333,46.083333,Sheikh Abu Bahr Ashal head of the Ashal tribe,Security
Taliban (IEA),2012,28,11,6,0,2,Afghanistan,Chahar Burjak,Along the road from the airport to the city,30.224143,62.020262,Guzara district compound,Security
Taliban (IEA),2012,31.5,13,10.5,0,2.5,Afghanistan,Zaranj,Market Bazaar Near the Zaranj Hospital one of three simultaneous attacks in Zaranj that day,30.96,61.85,Bazaar where Afghan civilians were shopping,Civilian
Taliban (IEA),2012,31.5,13,10,0,3,Afghanistan,Zaranj,Square Mahkama Square one of three simultaneous attacks in Zaranj that day,30.96,61.85,Afghan civilians,Civilian
Taliban (IEA),2012,31.5,13,6.5,0,6.5,Afghanistan,Zaranj,TV Station Tank-e-til area one of three simultaneous attacks in Zaranj that day,30.96,61.85,Television station,Civilian
Unknown Group,2012,5,0.5,0,0,0,Afghanistan,Zaranj,Char Rahi Barakat area,30.96,61.85,Joint NATO-ISAF and Afghan National Army (ANA) military convoy,Security
Unknown Group,2012,3,0,0,0,0,Afghanistan,Spin Boldak,Checkpoint in Spin Boldak,31.008056,66.398056,Afghan National Police (ANP) checkpoint,Security
Taliban (IEA),2012,7,4.5,0,0,4.5,Afghanistan,Garmsir,local police checkpoint,31.12,64.2,Afghan National Police (ANP) checkpoint,Security
Taliban (IEA),2012,0,6,6,0,0,Afghanistan,Kandahar Airport,Front gate of Kandahar airbase,31.48,65.84,NATO-ISAF's Kandahar Air Field,Security
Unknown Group,2012,7,0,0,0,0,Afghanistan,Dand District,homes in Karz area¡¯s Mashkezo village,31.54622,65.85817,NATO-ISAF military convoy,Security
Unknown Group,2012,14,5,0,5,0,Afghanistan,Panjwai,Road or street in southern Kandahar,31.55,65.45,Governor of Panjwai district,Political
Taliban (IEA),2012,3,6.5,0,0,6.5,Afghanistan,Ma'ruf District,A checkpoint close to the office of the National Directorate of Security,31.56667,67.05,Foreign Soldiers and Afghan Intelligence agents,Security
Taliban (IEA),2012,6,5,0,0,5,Afghanistan,Arghistan,Checkpoint at police headquarters of Arghistan,31.57,66.5,Afghan National Police (ANP) provincial headquarters,Security
Taliban (IEA),2012,6.5,0,0,0,0,Afghanistan,Lashkar Gah,Near the police headquarters,31.59,64.37,NATO-ISAF (British) Provincial Reconstruction Team (PRT) convoy,Security
Unknown Group,2012,15,2,0,0,2,Afghanistan,Lashkar Gah,Afghan National Police (ANP) station,31.59,64.37,Afghan National Police (ANP) station,Security
Unknown Group,2012,31,4,4,0,0,Afghanistan,Lashkar Gah,Hit convoy in Hilmand,31.59,64.37,NATO-ISAF Provincial Reconstruction Team (PRT) convoy,Security
Unknown Group,2012,6.5,0,0,0,0,Afghanistan,Kandahar City,Market 2nd District of Kandahar,31.61,65.71,Marketplace,Civilian
Taliban (IEA),2012,23,7,7,0,0,Afghanistan,Kandahar City,University near the gates of a university in southern Afghanistan,31.61,65.71,Kandahar University,Civilian
Unknown Group,2012,1,0,0,0,0,Afghanistan,Kandahar City,Zarifi Maina area on Spin Boldak highway,31.61,65.71,Afghan National Police (ANP) van,Security
Unknown Group,2012,1,0,0,0,0,Afghanistan,Kandahar City,Afghan National Police headquarters,31.61,65.71,Afghan Police,Security
Taliban (IEA),2012,15,2,0,0,2,Afghanistan,Kandahar City,Near Kandahar Airfield,31.61,65.71,NATO-ISAF patrol,Security
Unknown Group,2012,8,2,2,0,0,Afghanistan,Kandahar City,Afgan National Police (ANP) station (In Kandahar City),31.61,65.71,Afgan National Police (ANP) station,Security
Taliban (IEA),2012,4,1.5,0.5,0,1,Afghanistan,Kandahar City,entrance gate to police (ANP) station,31.61,65.71,Afghan National Police (ANP) station,Security
Unknown Group,2012,2,3,0,0,3,Afghanistan,Kandahar City,Afghan National Police (ANP) checkpoint,31.61,65.71,Afghan National Police (ANP),Security
Taliban (IEA),2012,21,4,4,0,0,Afghanistan,Kandahar City,Chief general's motorcade as it passed through a residential district,31.61,65.71,Provincial security chief General Abdul Razaq traveling in a motorcade,Security
Taliban (IEA),2012,19,6,4,0,2,Afghanistan,Kandahar City,Madad City Center,31.61,65.71,Afghan National Police (ANP) patrol,Security
Taliban (IEA),2012,19,8,3,0,5,Afghanistan,Kandahar City,Near Shaheedan Square,31.61,65.71,Afghan National Police (ANP) provincial headquarters,Security
Unknown Group,2012,14,9,9,0,0,Afghanistan,Kandahar City,motorbike in a crowded bazaar,31.61,65.71,Afghan National Police (ANP) checkpoint,Security
Taliban (IEA),2012,50,22.5,14.5,0,8,Afghanistan,Kandahar City,Outside logistics company facility,31.61,65.71,Marketplace supplying nearby NATO military base,Security
Taliban (IEA),2012,6,2,2,0,0,Afghanistan,Kandahar City,Towards the entrance to a police compound,31.61,65.71,Afghan National Police (ANP) compound,Security
Taliban (IEA),2012,6,2,2,0,0,Afghanistan,Kandahar City,Southern Kandahar City,31.61,65.71,Afghan National Police (ANP) provincial headquarters,Security
Taliban (IEA),2012,5,2,1,0,1,Afghanistan,Gereshk,Haiderabad Area,31.82,64.54,Military base,Security
Taliban (IEA),2012,20,13,10,0,3,Afghanistan,Kajaki District,Market Bazaar Outside Crowded Gate,32.274206,65.04625,Afghan civilians in a bazaar,Civilian
Taliban (IEA),2012,0,0,0,0,0,Afghanistan,Farah,Government compound,32.36,62.11,Governor and Deputy Governor of Farah Province,Political
Taliban (IEA),2012,5,4,0,0,4,Afghanistan,Musa Qal'eh,District police headquarters,32.47,64.75,Police chief of Musa Qala district,Security
Unknown Group,2012,3,1,1,0,0,Afghanistan,Shah Joy,Unknown,32.5,67.4,Afghan National Police (ANP) patrol,Security
Taliban (IEA),2012,10,2,0,0,2,Afghanistan,Tarin Kot,NATO-ISAF military convoy,32.61,65.87,NATO-ISAF military convoy,Security
Unknown Group,2012,6,3,3,0,0,Afghanistan,Deh Rawud,district headquarters,32.61,65.45,Afghan National Police (ANP) district headquarters,Security
Unknown Group,2012,0,0,0,0,0,Afghanistan,Bermal,Market Bazaar Near Barmal district,32.75,69.29,The Barmal district bazaar,Civilian
Taliban (IEA),2012,4,0,0,0,0,Afghanistan,Chowreh,At a tank convoy,32.85,66.07,NATO-ISAF Provincial Reconstruction Team (PRT) patrol,Security
Taliban (IEA),2012,0,0,0,0,0,Afghanistan,Yahya Khel District,Police Security Checkpoint outside government building,32.92,68.65,Police Facility,Security
Unknown Group,2012,2,2,0,0,2,Afghanistan,Sharan,Inside the Department of Communications Building,33.176937,68.785658,Provincial Communications Department,Political
Taliban (IEA),2012,7,3,0,0,3,Afghanistan,FOB Chapman,US run base,33.34,69.95,US military base Camp Champman,Security
Taliban (IEA),2012,0,2,1,0,1,Afghanistan,Khost,in the Shahid Arifullah square of the provincial capital,33.34,69.9,Afghan National Police (ANP) checkpoint,Security
Taliban (IEA),2012,59,10.5,3,0,7.5,Afghanistan,Khost,near Khost Provincial Governor's Office,33.34,69.9,NATO-ISAF patrol,Security
Taliban (IEA),2012,26.5,16,14.5,0,1.5,Afghanistan,Khost,Joint NATO-ISAF and Afghan National Army (ANA) military convoy,33.34,69.9,U.S forces and allies,Security
Taliban (IEA),2012,37,21,17,0,4,Afghanistan,Khost,Near the Pakistani Border,33.34,69.9,Military Checkpoint,Security
Taliban (IEA),2012,28,0,0,0,0,Afghanistan,Zormat District,Joint NATO-ISAF and Afghan National Army (ANA) military base,33.437782,69.02774,Joint NATO-ISAF and Afghan National Armysoldiers,Security
Taliban (IEA),2012,0,0,0,0,0,Afghanistan,Ghazni City,burial ceremony of the father of a provincial intelligence official,33.54,68.43,Provincial Intelligence Officer,Political
Unknown Group,2012,0,0,0,0,0,Afghanistan,Ghazni City,Funeral for the father of a provincial intelligence official,33.54,68.43,Provincial Afgan intelligence official,Security
Taliban (IEA),2012,3,3,0,0,3,Afghanistan,Baraki Barak,Baraki Barak District,33.969167,68.944722,Afghan National Police (ANP) checkpoint,Security
Taliban (IEA),2012,69,12,10,0,2,Afghanistan,Sayedabad District,Gate of District Headquarters and Next to the Police Department,33.992229,68.709763,District governor's office,Political
Taliban (IEA),2012,13,0,0,0,0,Afghanistan,Pul-e 'Alam District,Near NATO base Eastern Logar,33.995289,69.02274,NATO-ISAF base,Security
Unknown Group,2012,0,2,0,0,2,Afghanistan,Pul-e 'Alam District,Side of a road in Pul-e' Alam,33.995289,69.02274,NATO-ISAF military convoy,Security
Unknown Group,2012,57.5,22.5,22.5,0,0,Afghanistan,Dur Baba,Funeral Procession for Relative of District Chief,34.03971,70.92999,Dur Baba district chief Haji Hamesha Gul,Political
Taliban (IEA),2012,90,3,0,0,3,Afghanistan,Towr Kham,On the border with Pakistan,34.114722,71.084722,NATO-ISAF border post,Security
Taliban (IEA),2012,0,0,0,0,0,Afghanistan,Ghani Khel,Roadside bomb being defused,34.18745,70.8233,Foreign troops,Security
Taliban (IEA),2012,3,0,0,0,0,Afghanistan,Ghani Khel,entrance of Afgan Army base,34.18745,70.8233,Afghan National Army (ANA) base,Security
Unknown Group,2012,0,0,0,0,0,Afghanistan,Ghani Khel,One km away from an International Security Force Base,34.18745,70.8233,Security personnel in the Nazyan area of Ghani Khel district,Security
Taliban (IEA),2012,0,0,0,0,0,Afghanistan,Ghazi Amanullah Khan,Torkham-Jalalabad highway,34.2,70.65,NATO-ISAF military convoy,Security
Taliban (IEA),2012,40,2,2,0,0,Afghanistan,Maidan Shahr,Outside of Military Training Center,34.39,68.87,NATO-ISAF military training camp,Security
Unknown Group,2012,11.5,0.5,0,0,0.5,Afghanistan,Jalalabad,Outside of Provincial National Television Building,34.43,70.45,Afghan National Police (ANP) patrol,Security
Taliban (IEA),2012,6,9,1,0,8,Afghanistan,Jalalabad,Gates of Jalalabad Airport base,34.43,70.45,NATO-ISAF Jalalabad Airport base,Security
Taliban (IEA),2012,0,3,3,0,0,Afghanistan,Jalalabad,Road in front of Jalalabad ISAF Compound,34.43,70.45,NATO-ISAF Provincial Reconstruction Team (PRT) compound,Security
Taliban (IEA),2012,0,5,0,0,5,Afghanistan,Jalalabad,Jalalabad Airport,34.43,70.45,NATO-ISAF base at Jalalabad Airport,Security
Unknown Group,2012,1,0,0,0,0,Afghanistan,Behsud,in the Paindakhel area of Behsud district,34.451794,70.499582,Afghan National Police (ANP) station,Security
Hizb-i-Islami,2012,0,9,9,0,0,Afghanistan,Kabul,Highway to the airport,34.53,69.17,Foreign aviation workers,Civilian
Taliban (IEA),2012,0,7,0,7,0,Afghanistan,Kabul,Green Village compound for foreigners,34.53,69.17,House for Westerners,Political
Taliban (IEA),2012,1,0,0,0,0,Afghanistan,Kabul,At a guest house meeting with Taliban to discuss peace terms,34.53,69.17,Asadullah Khalid Head of the National Directorate of Security (NDS) [survived],Security
